0,0,0,0,0,0
629,1,0,0,7,5252
629,1,0,0,4,5226
629,1,0,0,9,5175
629,1,0,0,14,5184
629,1,0,0,1,5145
629,1,0,0,6,5186
629,1,0,0,5,5273
629,1,0,0,5,5182
629,1,0,0,13,5198
629,1,0,0,6,5228
629,1,0,0,5,5274
629,1,0,0,18,5178
629,1,0,0,10,5250
629,1,0,0,5,5262
629,1,0,0,3,5168
629,1,0,0,6,5256
629,1,0,0,3,5251
629,109,5,18,-7,5252
629,83,24,35,-4,5226
629,32,40,54,-9,5175
629,41,58,74,-14,5184
629,2,79,87,-1,5145
629,43,90,102,-6,5186
629,130,105,117,-5,5273
629,39,119,131,-5,5182
629,55,137,153,-13,5198
629,85,160,172,-6,5228
629,131,178,190,-5,5274
629,35,195,213,-18,5178
629,107,222,236,-10,5250
629,119,237,249,-5,5262
629,25,253,263,-3,5168
629,113,266,278,-6,5256
629,108,280,290,-3,5251
630,1,0,0,3,5266
630,1,0,0,3,5195
630,1,0,0,1,5254
630,1,0,0,2,5221
630,1,0,0,2,5216
630,1,0,0,2,5197
630,1,0,0,1,5270
630,1,0,0,2,5224
630,1,0,0,1,5283
630,1,0,0,2,5232
630,1,0,0,3,5188
630,1,0,0,2,5255
630,1,0,0,2,5156
630,1,0,0,1,5245
630,1,0,0,3,5223
630,1,0,0,2,5242
630,1,0,0,17,5157
630,1,0,0,3,5203
630,1,0,0,2,5150
630,1,0,0,9,5169
630,1,0,0,17,5230
630,1,0,0,1,5271
630,1,0,0,16,5172
630,1,0,0,2,5192
630,1,0,0,6,5146
630,1,0,0,1,5265
630,1,0,0,13,5162
630,1,0,0,5,5215
630,123,12,22,-3,5266
630,52,25,35,-3,5195
630,111,129,137,-1,5254
630,78,142,151,-2,5221
630,73,159,168,-2,5216
630,54,178,187,-2,5197
630,127,197,205,-1,5270
630,81,209,218,-2,5224
630,140,222,230,-1,5283
630,89,238,247,-2,5232
630,45,254,264,-3,5188
630,112,273,282,-2,5255
630,13,287,296,-2,5156
630,102,303,311,-1,5245
630,80,322,332,-3,5223
630,99,341,350,-2,5242
630,14,356,373,-17,5157
630,60,379,389,-3,5203
630,7,395,404,-2,5150
630,26,412,426,-9,5169
630,87,427,444,-17,5230
630,128,453,461,-1,5271
630,29,464,481,-16,5172
630,49,492,501,-2,5192
630,3,517,529,-6,5146
