0,0,0,0,0,0
817,1,0,0,32,8600
817,1,0,0,15,8586
817,1,0,0,28,8606
817,17,12,34,-32,8600
817,3,56,73,-15,8586
817,43,109,228,1,9339
817,29,228,236,1,9325
817,56,236,236,1,9352
817,23,244,265,-28,8606
817,160,268,276,-1,9352
817,133,283,291,-1,9325
817,147,297,305,-1,9339
817,53,311,348,1,9349
817,117,350,352,1,9413
817,221,353,361,-1,9413
817,113,361,366,2,9409
817,50,367,393,2,9346
817,217,394,403,-2,9409
817,157,406,414,-1,9349
817,154,416,425,-2,9346
817,70,425,425,1,9366
817,91,426,441,1,9387
817,114,442,451,1,9410
817,195,451,459,-1,9387
817,118,460,477,2,9414
817,218,482,490,-1,9410
817,222,498,507,-2,9414
817,174,509,517,-1,9366
817,122,522,522,1,9418
817,42,525,534,2,9338
817,226,661,669,-1,9418
817,146,669,678,-2,9338
818,1,0,0,14,8593
818,1,0,0,29,8589
818,1,0,0,23,8594
818,1,0,0,7,8604
818,1,0,0,16,8590
818,1,0,0,51,8609
818,10,18,34,-14,8593
818,6,55,76,-29,8589
818,11,91,110,-23,8594
818,21,121,134,-7,8604
818,7,155,172,-16,8590
818,101,202,214,2,9397
818,67,216,218,1,9363
818,48,219,222,2,9344
818,205,226,235,-2,9397
818,171,239,247,-1,9363
818,152,247,256,-2,9344
818,49,256,285,5,9345
818,153,285,297,-5,9345
818,33,298,311,1,9329
818,31,311,317,1,9327
818,135,324,332,-1,9327
818,26,339,365,-51,8609
818,137,366,374,-1,9329
818,94,377,416,1,9390
818,102,416,449,2,9398
818,198,451,459,-1,9390
818,206,460,469,-2,9398
818,51,470,483,1,9347
818,155,483,491,-1,9347
818,60,491,495,1,9356
818,110,497,497,2,9406
818,119,498,498,11,9415
818,47,500,508,1,9343
818,87,508,511,1,9383
818,86,511,525,1,9382
818,151,528,536,-1,9343
818,164,539,547,-1,9356
818,191,550,558,-1,9383
818,131,563,575,2,9427
818,190,582,590,-1,9382
818,235,599,608,-2,9427
818,129,611,611,1,9425
818,124,613,615,1,9420
818,72,619,619,1,9368
818,34,619,623,1,9330
818,126,629,629,2,9422
818,230,639,648,-2,9422
818,228,652,660,-1,9420
818,233,663,671,-1,9425
818,138,678,686,-1,9330
818,176,689,697,-1,9368
818,214,816,825,-2,9406
818,223,825,840,-11,9415
819,1,0,0,37,8595
819,1,0,0,20,8610
819,1,0,0,47,8587
819,12,11,34,-37,8595
819,27,52,70,-20,8610
819,4,76,102,-47,8587
819,1,115,115,43,8591
819,8,119,144,-43,8591
819,82,166,217,2,9378
819,73,217,218,1,9369
819,186,220,229,-2,9378
819,71,231,235,1,9367
819,46,235,247,1,9342
819,93,248,262,1,9389
819,177,267,275,-1,9369
819,175,278,286,-1,9367
819,108,288,309,1,9404
819,85,310,310,3,9381
819,127,316,316,1,9423
819,121,320,329,1,9417
819,55,331,371,1,9351
819,111,372,375,1,9407
819,215,380,388,-1,9407
819,103,393,425,1,9399
819,36,426,434,3,9332
819,140,441,451,-3,9332
819,80,457,462,2,9376
819,207,463,471,-1,9399
819,28,472,472,1,9324
819,159,647,655,-1,9351
819,212,655,663,-1,9404
819,231,822,830,-1,9423
819,184,830,839,-2,9376
819,132,866,874,-1,9324
819,225,874,882,-1,9417
819,150,882,890,-1,9342
819,197,890,898,-1,9389
819,189,898,908,-3,9381
820,1,0,0,14,8607
820,24,16,32,-14,8607
820,90,54,211,2,9386
820,62,212,252,1,9358
820,194,253,262,-2,9386
820,166,290,298,-1,9358
820,63,327,327,1,9359
820,104,328,360,2,9400
820,167,363,371,-1,9359
820,115,374,437,5,9411
820,208,442,451,-2,9400
820,75,455,459,1,9371
820,219,466,478,-5,9411
820,97,484,491,1,9393
820,116,491,497,1,9412
820,179,499,507,-1,9371
820,201,511,519,-1,9393
820,220,522,530,-1,9412
820,52,531,536,1,9348
820,156,536,544,-1,9348
820,130,550,555,1,9426
820,234,558,566,-1,9426
820,38,574,574,3,9334
820,32,574,580,1,9328
820,44,580,589,3,9340
820,35,589,597,1,9331
820,45,597,599,3,9341
820,95,600,600,1,9391
820,40,601,603,3,9336
820,58,603,605,1,9354
820,139,606,614,-1,9331
820,144,616,626,-3,9336
820,142,627,637,-3,9334
820,148,642,652,-3,9340
820,149,655,665,-3,9341
820,136,669,677,-1,9328
820,199,679,687,-1,9391
820,162,687,695,-1,9354
821,1,0,0,18,8602
821,100,18,222,1,9396
821,106,223,228,3,9402
821,64,230,251,1,9360
821,112,252,257,1,9408
821,204,262,270,-1,9396
821,216,270,278,-1,9408
821,120,283,285,3,9416
821,74,287,295,1,9370
821,210,300,310,-3,9402
821,178,313,321,-1,9370
821,68,328,343,6,9364
821,172,344,356,-6,9364
821,109,358,377,1,9405
821,19,379,397,-18,8602
821,213,399,407,-1,9405
821,96,412,450,1,9392
821,37,451,454,3,9333
821,66,454,466,1,9362
821,170,470,478,-1,9362
821,200,478,486,-1,9392
821,128,491,500,1,9424
821,59,506,508,1,9355
821,141,508,518,-3,9333
821,163,519,527,-1,9355
821,81,529,534,1,9377
821,232,540,548,-1,9424
821,185,554,562,-1,9377
821,30,563,563,1,9326
821,134,564,572,-1,9326
821,65,572,572,2,9361
821,168,733,741,-1,9360
821,169,741,750,-2,9361
821,224,750,760,-3,9416
822,1,0,0,40,8598
822,15,1,25,-40,8598
822,77,45,218,1,9373
822,79,218,219,1,9375
822,78,219,250,1,9374
822,61,251,256,1,9357
822,181,257,265,-1,9373
822,69,266,270,1,9365
822,183,274,282,-1,9375
822,84,286,295,6,9380
822,182,417,425,-1,9374
822,165,425,433,-1,9357
822,173,433,441,-1,9365
822,188,441,453,-6,9380
822,123,577,577,1,9419
822,99,579,580,2,9395
822,227,711,719,-1,9419
822,203,754,763,-2,9395
823,1,0,0,69,8603
823,1,0,0,50,8597
823,20,9,39,-69,8603
823,14,44,70,-50,8597
823,54,86,215,3,9350
823,88,219,223,2,9384
823,41,227,228,1,9337
823,76,229,237,1,9372
823,107,238,238,1,9403
823,211,339,347,-1,9403
823,180,455,463,-1,9372
823,192,463,472,-2,9384
823,158,472,482,-3,9350
823,145,596,604,-1,9337
824,1,0,0,22,8585
824,1,0,0,65,8601
824,1,0,0,8,8588
824,1,0,0,40,8596
824,2,8,27,-22,8585
824,18,36,65,-65,8601
824,5,80,93,-8,8588
824,13,109,133,-40,8596
824,1,141,141,18,8608
824,1,141,141,54,8592
824,1,141,141,21,8605
824,1,141,141,37,8599
824,25,154,172,-18,8608
824,125,199,210,1,9421
824,92,213,220,1,9388
824,89,220,222,2,9385
824,229,223,231,-1,9421
824,196,232,240,-1,9388
824,39,241,245,2,9335
824,83,245,262,2,9379
824,193,267,276,-2,9385
824,143,282,291,-2,9335
824,57,293,316,1,9353
824,161,323,331,-1,9353
824,9,336,363,-54,8592
824,22,377,396,-21,8605
824,16,416,439,-37,8599
824,98,443,468,1,9394
824,105,469,475,2,9401
824,209,513,522,-2,9401
824,202,818,826,-1,9394
824,187,826,835,-2,9379
